ISCL,Class,Tons,Mech,Place,Pilot,Score
IS,Assault,80,Awesome,60, Fuerchtegott,2719.0
IS,Assault,80,Awesome,61, Mononc,2716.0
IS,Assault,80,Awesome,62, PULS43,2707.0
IS,Assault,80,Awesome,63, Beefkakke,2704.0
IS,Assault,80,Awesome,64, PeonWarrior,2702.0
IS,Assault,80,Awesome,65, XV25,2700.0
IS,Assault,80,Awesome,66, Znail,2700.0
IS,Assault,80,Awesome,67, Pradata,2691.0
IS,Assault,80,Awesome,68, Jackammer,2687.0
IS,Assault,80,Awesome,69, Evgenus,2685.0
IS,Assault,80,Awesome,70, koubra,2668.0
IS,Assault,80,Awesome,71, Vynn Hyperhusk,2667.0
IS,Assault,80,Awesome,72, kriketbox,2663.0
IS,Assault,80,Awesome,73, Ronaef,2661.0
IS,Assault,80,Awesome,74, El Contego,2645.0
IS,Assault,80,Awesome,75, Ixis,2636.0
IS,Assault,85,Battlemaster,1, M15ERY,4688.0
IS,Assault,85,Battlemaster,2, Vorteex,4397.0
IS,Assault,85,Battlemaster,3, psichih0lic,4315.0
IS,Assault,85,Battlemaster,4, superty,4123.0
IS,Assault,85,Battlemaster,5, Fr4pes,4017.0
IS,Assault,85,Battlemaster,6, ugrakarma,3968.0
IS,Assault,85,Battlemaster,7, Sledopyt,3934.0
IS,Assault,85,Battlemaster,8, Sustained Eye Contact,3906.0
IS,Assault,85,Battlemaster,9, Freo19,3813.0
IS,Assault,85,Battlemaster,10, Loken Garviel,3726.0
IS,Assault,85,Battlemaster,11, The Big Dan Theory,3672.0
IS,Assault,85,Battlemaster,12, MaxFool,3596.0
IS,Assault,85,Battlemaster,13, kapusta11,3500.0
IS,Assault,85,Battlemaster,14, Dabs on deck,3439.0
IS,Assault,85,Battlemaster,15, ShadowZW,3421.0
IS,Assault,85,Battlemaster,16, Manei Domini Krigg,3400.0
IS,Assault,85,Battlemaster,17, B o B,3350.0
IS,Assault,85,Battlemaster,18, AidanPrydeX,3327.0
IS,Assault,85,Battlemaster,19, Dhurkan,3236.0
IS,Assault,85,Battlemaster,20, POOTYTANGASAUR,3185.0
IS,Assault,85,Battlemaster,21, CTapuk noxa6bl4,3170.0
IS,Assault,85,Battlemaster,22, HartAtak,3164.0
IS,Assault,85,Battlemaster,23, CrazyBullets,3129.0
IS,Assault,85,Battlemaster,24, PORONOPAPOS,3104.0
IS,Assault,85,Battlemaster,25, Spingarn,3095.0
IS,Assault,85,Battlemaster,26, DargorA7X,3052.0
IS,Assault,85,Battlemaster,27, Mjolner,3044.0
IS,Assault,85,Battlemaster,28, FunSizeSpaz,3035.0
IS,Assault,85,Battlemaster,29, Bob Jenkins,3034.0
IS,Assault,85,Battlemaster,30, Myc,3014.0
IS,Assault,85,Battlemaster,31, BlueWaffles,3010.0
IS,Assault,85,Battlemaster,32, Saikyou,3001.0
IS,Assault,85,Battlemaster,33, Baczamut,2985.0
IS,Assault,85,Battlemaster,34, Blackcanni,2945.0
IS,Assault,85,Battlemaster,35, Vxheous Kerensky,2939.0
IS,Assault,85,Battlemaster,36, dario03,2933.0
IS,Assault,85,Battlemaster,37, DerMaulwurf,2931.0
IS,Assault,85,Battlemaster,38, TheGray,2896.0
IS,Assault,85,Battlemaster,39, WreckinBallRaj,2882.0
IS,Assault,85,Battlemaster,40, Richard Whitman,2879.0
IS,Assault,85,Battlemaster,41, Modcomplex,2846.0
IS,Assault,85,Battlemaster,42, KINGUBER,2837.0
IS,Assault,85,Battlemaster,43, forgot my name,2830.0
IS,Assault,85,Battlemaster,44, FFChronoS,2829.0
IS,Assault,85,Battlemaster,45, Felix TheEngine,2829.0
IS,Assault,85,Battlemaster,46, 0 m e n,2823.0
IS,Assault,85,Battlemaster,47, 5beanmix,2812.0
IS,Assault,85,Battlemaster,48, DeskJockey,2812.0
IS,Assault,85,Battlemaster,49, l33tworks,2793.0
IS,Assault,85,Battlemaster,50, Jurosik,2789.0
IS,Assault,85,Battlemaster,51, Red Storm,2785.0
IS,Assault,85,Battlemaster,52, Kambor,2783.0
IS,Assault,85,Battlemaster,53, Sagittarius Magnus,2769.0
IS,Assault,85,Battlemaster,54, Alex K,2763.0
IS,Assault,85,Battlemaster,55, Tokerip,2762.0
IS,Assault,85,Battlemaster,56, MadMacss,2761.0
IS,Assault,85,Battlemaster,57, Cab,2754.0
IS,Assault,85,Battlemaster,58, smokefield,2750.0
IS,Assault,85,Battlemaster,59, DRNemesis,2741.0
IS,Assault,85,Battlemaster,60, Dayfield,2727.0
IS,Assault,85,Battlemaster,61, Aktor,2724.0
IS,Assault,85,Battlemaster,62, Gildrei,2722.0
IS,Assault,85,Battlemaster,63, JKincaid,2716.0
IS,Assault,85,Battlemaster,64, -Vompo-,2711.0
IS,Assault,85,Battlemaster,65, Tolson,2710.0
IS,Assault,85,Battlemaster,66, Rassiworm,2709.0
IS,Assault,85,Battlemaster,67, Marquis De Lafayette,2709.0
IS,Assault,85,Battlemaster,68, J_Kerensky,2705.0
IS,Assault,85,Battlemaster,69, Woknroll,2705.0
IS,Assault,85,Battlemaster,70, Smudge TV,2692.0
IS,Assault,85,Battlemaster,71, Naga Sadhu,2689.0
IS,Assault,85,Battlemaster,72, Snailio,2682.0
IS,Assault,85,Battlemaster,73, Slayerjerman,2676.0
IS,Assault,85,Battlemaster,74, The Nature Boy,2673.0
IS,Assault,85,Battlemaster,75, Tornotus,2660.0
IS,Assault,95,Banshee,1, Dahhak,4071.0
IS,Assault,95,Banshee,2, psichih0lic,4065.0
IS,Assault,95,Banshee,3, Magic Pain Glove,3979.0
IS,Assault,95,Banshee,4, Vrael29,3968.0
IS,Assault,95,Banshee,5, Vorteex,3900.0
IS,Assault,95,Banshee,6, EvAbsence,3782.0
IS,Assault,95,Banshee,7, Farice,3757.0
IS,Assault,95,Banshee,8, Rabbit 13B,3550.0
IS,Assault,95,Banshee,9, ALKALIN3,3453.0
IS,Assault,95,Banshee,10, gogot,3411.0
IS,Assault,95,Banshee,11, z3a1ot,3399.0
IS,Assault,95,Banshee,12, Mainhunter,3278.0
IS,Assault,95,Banshee,13, ZachMan119,3237.0
IS,Assault,95,Banshee,14, Greenchain,3192.0
IS,Assault,95,Banshee,15, Temrock,3168.0
IS,Assault,95,Banshee,16, Tuann,3126.0
IS,Assault,95,Banshee,17, Krautmann,3000.0
IS,Assault,95,Banshee,18, Smotty,2979.0
IS,Assault,95,Banshee,19, braveheart95,2952.0
IS,Assault,95,Banshee,20, TheSeneca,2905.0
IS,Assault,95,Banshee,21, TheGray,2864.0
IS,Assault,95,Banshee,22, Neyte,2833.0
IS,Assault,95,Banshee,23, N0cturn,2826.0
IS,Assault,95,Banshee,24, Aaziz,2820.0
IS,Assault,95,Banshee,25, Suvara,2787.0
IS,Assault,95,Banshee,26, A Vieira,2782.0
IS,Assault,95,Banshee,27, Holy Jackson,2767.0
IS,Assault,95,Banshee,28, Rusty Hanger,2753.0
IS,Assault,95,Banshee,29, Master Bear,2751.0
IS,Assault,95,Banshee,30, Allistan,2747.0
IS,Assault,95,Banshee,31, Kaffeesahne,2732.0
IS,Assault,95,Banshee,32, Mcgral18,2704.0
IS,Assault,95,Banshee,33, HammerColeman,2702.0
IS,Assault,95,Banshee,34, Grindbeast,2697.0
IS,Assault,95,Banshee,35, FFChronoS,2680.0
IS,Assault,95,Banshee,36, Cournal Pwn,2675.0
IS,Assault,95,Banshee,37, dario03,2626.0
IS,Assault,95,Banshee,38, StumbleBee,2616.0
IS,Assault,95,Banshee,39, Kurbeks,2615.0
IS,Assault,95,Banshee,40, BattleBadger,2609.0
IS,Assault,95,Banshee,41, Evingolis,2604.0
IS,Assault,95,Banshee,42, iNfUsi0N,2596.0
IS,Assault,95,Banshee,43, paladinowp,2592.0
IS,Assault,95,Banshee,44, Qmoney7,2588.0
IS,Assault,95,Banshee,45, Destro1000,2572.0
IS,Assault,95,Banshee,46, Brawling Bear,2564.0
IS,Assault,95,Banshee,47, Carlson,2560.0
IS,Assault,95,Banshee,48, Frost Pendragon,2558.0
IS,Assault,95,Banshee,49, Phlaago,2557.0
IS,Assault,95,Banshee,50, AdamSeal,2547.0
IS,Assault,95,Banshee,51, rYan666,2540.0
IS,Assault,95,Banshee,52, Pilot Reel,2537.0
IS,Assault,95,Banshee,53, Locabiosol,2528.0
IS,Assault,95,Banshee,54, Funky Town,2513.0
IS,Assault,95,Banshee,55, Butch66,2506.0
IS,Assault,95,Banshee,56, thelarsvolta,2504.0
IS,Assault,95,Banshee,57, Zodie,2490.0
IS,Assault,95,Banshee,58, kka,2482.0
IS,Assault,95,Banshee,59, France Newman,2470.0
IS,Assault,95,Banshee,60, The Brujo,2453.0
IS,Assault,95,Banshee,61, Titanus X,2450.0
IS,Assault,95,Banshee,62, misanthrop0815,2449.0
IS,Assault,95,Banshee,63, Celendil,2448.0
IS,Assault,95,Banshee,64, ShaneoftheDead,2448.0
IS,Assault,95,Banshee,65, RafaOlaia,2443.0
IS,Assault,95,Banshee,66, Andr Katelo,2443.0
IS,Assault,95,Banshee,67, Rojo007,2429.0
IS,Assault,95,Banshee,68, E l e n d i l,2429.0
IS,Assault,95,Banshee,69, Resistance Resolute,2400.0
IS,Assault,95,Banshee,70, Ariloc,2398.0
IS,Assault,95,Banshee,71, qeurul,2396.0
IS,Assault,95,Banshee,72, Ice Burg,2384.0
IS,Assault,95,Banshee,73, Phoenix Hope,2380.0
IS,Assault,95,Banshee,74, Vader_,2379.0
IS,Assault,95,Banshee,75, Soba99,2374.0
Clan,Assault,100,Dire Wolf,1, Dahhak,4227.0
Clan,Assault,100,Dire Wolf,2, DEATHofGODS,4124.0
Clan,Assault,100,Dire Wolf,3, gumpy2k7,3966.0
Clan,Assault,100,Dire Wolf,4, IL MECHWARRIOR,3948.0
Clan,Assault,100,Dire Wolf,5, AnubiteGroove,3801.0
Clan,Assault,100,Dire Wolf,6, Anti Missile System,3790.0
Clan,Assault,100,Dire Wolf,7, unFearing,3777.0
Clan,Assault,100,Dire Wolf,8, Lucifaust,3769.0
Clan,Assault,100,Dire Wolf,9, Infan3man,3760.0
Clan,Assault,100,Dire Wolf,10, Negat1ve Nancy,3736.0
Clan,Assault,100,Dire Wolf,11, Freebornrus,3721.0
Clan,Assault,100,Dire Wolf,12, FeralTitan,3677.0
Clan,Assault,100,Dire Wolf,13, Taoist,3650.0
Clan,Assault,100,Dire Wolf,14, Bows3r,3629.0
Clan,Assault,100,Dire Wolf,15, Admiral Baked Potato,3546.0
Clan,Assault,100,Dire Wolf,16, DoRkcHoPs,3524.0
Clan,Assault,100,Dire Wolf,17, Blackcanni,3513.0
Clan,Assault,100,Dire Wolf,18, ninja138,3432.0
Clan,Assault,100,Dire Wolf,19, Raby760,3383.0
Clan,Assault,100,Dire Wolf,20, Hoom1945,3369.0
Clan,Assault,100,Dire Wolf,21, LeoArchoN,3346.0
Clan,Assault,100,Dire Wolf,22, Genxun,3335.0
Clan,Assault,100,Dire Wolf,23, zeves,3334.0
Clan,Assault,100,Dire Wolf,24, Burya,3321.0
Clan,Assault,100,Dire Wolf,25, Drakaan,3297.0
Clan,Assault,100,Dire Wolf,26, Mistydove,3291.0
Clan,Assault,100,Dire Wolf,27, Delus,3290.0
Clan,Assault,100,Dire Wolf,28, Sesates,3284.0
Clan,Assault,100,Dire Wolf,29, Rojdennii,3281.0
Clan,Assault,100,Dire Wolf,30, Boozer,3249.0
Clan,Assault,100,Dire Wolf,31, SkanOtter,3227.0
Clan,Assault,100,Dire Wolf,32, Bob Marlee,3219.0
Clan,Assault,100,Dire Wolf,33, Hornfury,3183.0
Clan,Assault,100,Dire Wolf,34, Kuritaclan,3141.0
Clan,Assault,100,Dire Wolf,35, Tyler Valentine,3119.0
Clan,Assault,100,Dire Wolf,36, Crushko,3107.0
Clan,Assault,100,Dire Wolf,37, Heavy Cavalry,3099.0
Clan,Assault,100,Dire Wolf,38, Funky Town,3096.0
Clan,Assault,100,Dire Wolf,39, Quantonianism,3095.0
Clan,Assault,100,Dire Wolf,40, ChanNo1,3095.0
Clan,Assault,100,Dire Wolf,41, EVA 05,3092.0
Clan,Assault,100,Dire Wolf,42, AlexeyMC,3089.0
Clan,Assault,100,Dire Wolf,43, Exempel,3087.0
Clan,Assault,100,Dire Wolf,44, Teripper,3081.0
Clan,Assault,100,Dire Wolf,45, Precisely Psychotic,3074.0
Clan,Assault,100,Dire Wolf,46, MicroVoltron,3061.0
Clan,Assault,100,Dire Wolf,47, Erdamon,3053.0
Clan,Assault,100,Dire Wolf,48, Haudoken,3051.0
Clan,Assault,100,Dire Wolf,49, Form 78,3046.0
Clan,Assault,100,Dire Wolf,50, pZiuz,3041.0
Clan,Assault,100,Dire Wolf,51, nikshpil,3008.0
Clan,Assault,100,Dire Wolf,52, sugercookie,3004.0
Clan,Assault,100,Dire Wolf,53, Rhook Shaman,3001.0
Clan,Assault,100,Dire Wolf,54, UCR Starwolf,2981.0
Clan,Assault,100,Dire Wolf,55, Cazcade,2970.0
Clan,Assault,100,Dire Wolf,56, AmsterDoom,2938.0
Clan,Assault,100,Dire Wolf,57, Undefined User,2926.0
Clan,Assault,100,Dire Wolf,58, Akimbox,2924.0
Clan,Assault,100,Dire Wolf,59, Trance1346,2917.0
Clan,Assault,100,Dire Wolf,60, Frater Interitum,2916.0
Clan,Assault,100,Dire Wolf,61, Sacred Savior,2916.0
Clan,Assault,100,Dire Wolf,62, Serial Number,2910.0
Clan,Assault,100,Dire Wolf,63, Warsider,2910.0
Clan,Assault,100,Dire Wolf,64, Silkfire,2899.0
Clan,Assault,100,Dire Wolf,65, Eagledel,2897.0
Clan,Assault,100,Dire Wolf,66, W0TAN,2895.0
Clan,Assault,100,Dire Wolf,67, Ferret Thorn,2893.0
Clan,Assault,100,Dire Wolf,68, Cards79,2884.0
Clan,Assault,100,Dire Wolf,69, FPSB Godsmack,2873.0
Clan,Assault,100,Dire Wolf,70, enrage 13,2859.0
Clan,Assault,100,Dire Wolf,71, scx,2853.0
Clan,Assault,100,Dire Wolf,72, TOKEN SPARTAN,2849.0
Clan,Assault,100,Dire Wolf,73, FAJIR,2843.0
Clan,Assault,100,Dire Wolf,74, NagaGunner,2840.0
Clan,Assault,100,Dire Wolf,75, Dorn,2818.0
Clan,Assault,95,Executioner,1, KIPPERS,3993.0
Clan,Assault,95,Executioner,2, RaptorReaper,3952.0
Clan,Assault,95,Executioner,3, Dungeon Keeper,3928.0
Clan,Assault,95,Executioner,4, bear claw,3905.0
Clan,Assault,95,Executioner,5, Zeleglok,3832.0
Clan,Assault,95,Executioner,6, 1e0n,3774.0
Clan,Assault,95,Executioner,7, Da Red Goes DA FASTA,3738.0
Clan,Assault,95,Executioner,8, Peter Overheater,3418.0
Clan,Assault,95,Executioner,9, QIYu,3403.0
Clan,Assault,95,Executioner,10, Gas Guzzler,3295.0
Clan,Assault,95,Executioner,11, darkspirit577,3213.0
Clan,Assault,95,Executioner,12, agentti,3154.0
Clan,Assault,95,Executioner,13, Herod,3096.0
Clan,Assault,95,Executioner,14, StarBuck BSG,3057.0
Clan,Assault,95,Executioner,15, Color Blotch,3011.0
Clan,Assault,95,Executioner,16, IHateThisName,2979.0
Clan,Assault,95,Executioner,17, ---Val---,2971.0
Clan,Assault,95,Executioner,18, Test PiIot,2880.0
Clan,Assault,95,Executioner,19, M3 SABLE,2866.0
Clan,Assault,95,Executioner,20, Modgruder,2855.0
Clan,Assault,95,Executioner,21, HandsomeJBW,2844.0
Clan,Assault,95,Executioner,22, Tawittle,2808.0
Clan,Assault,95,Executioner,23, Riketz,2769.0
Clan,Assault,95,Executioner,24, Mr Nikson,2712.0
Clan,Assault,95,Executioner,25, Eliza Whiteoak,2709.0
Clan,Assault,95,Executioner,26, Llama Raider,2706.0
Clan,Assault,95,Executioner,27, Texhnolyze IIC,2696.0
Clan,Assault,95,Executioner,28, Crus,2684.0
Clan,Assault,95,Executioner,29, LordLosh,2683.0
Clan,Assault,95,Executioner,30, Hoser,2675.0
Clan,Assault,95,Executioner,31, Mister Blastman,2642.0
Clan,Assault,95,Executioner,32, Zloi strelok,2636.0
Clan,Assault,95,Executioner,33, Aceryl,2612.0
Clan,Assault,95,Executioner,34, Nightnova,2595.0
Clan,Assault,95,Executioner,35, Safari Gepard,2584.0
Clan,Assault,95,Executioner,36, Iron Shadow,2579.0
Clan,Assault,95,Executioner,37, Censio,2573.0
Clan,Assault,95,Executioner,38, deadmt,2556.0
Clan,Assault,95,Executioner,39, firewired,2555.0
Clan,Assault,95,Executioner,40, Ketzer08,2553.0
Clan,Assault,95,Executioner,41, Eternal Rage,2553.0
Clan,Assault,95,Executioner,42, DerpRage,2550.0
Clan,Assault,95,Executioner,43, Pyth121,2546.0
Clan,Assault,95,Executioner,44, Kessi,2525.0
Clan,Assault,95,Executioner,45, Inuendo,2522.0
Clan,Assault,95,Executioner,46, Robin Bad,2516.0
Clan,Assault,95,Executioner,47, Kryczek78,2506.0
Clan,Assault,95,Executioner,48, Memnon Valerius Thrax,2487.0
Clan,Assault,95,Executioner,49, PhoenixFire55,2480.0
Clan,Assault,95,Executioner,50, Ironcid,2421.0
Clan,Assault,95,Executioner,51, Drednort,2415.0
Clan,Assault,95,Executioner,52, David Brechin,2388.0
Clan,Assault,95,Executioner,53, insanoex,2387.0
Clan,Assault,95,Executioner,54, Volkodav,2384.0
Clan,Assault,95,Executioner,55, Luscious Dan,2358.0
Clan,Assault,95,Executioner,56, Paigan,2342.0
Clan,Assault,95,Executioner,57, Deathbond,2341.0
Clan,Assault,95,Executioner,58, Uiovich,2340.0
Clan,Assault,95,Executioner,59, Pelmeshek,2338.0
Clan,Assault,95,Executioner,60, Uncle Challs,2309.0
Clan,Assault,95,Executioner,61, SniperS,2309.0
Clan,Assault,95,Executioner,62, Swervedriver,2302.0
Clan,Assault,95,Executioner,63, Appuagab,2300.0
Clan,Assault,95,Executioner,64, CGB Kvel,2289.0
Clan,Assault,95,Executioner,65, BattleGnome,2279.0
Clan,Assault,95,Executioner,66, tenchugecko,2278.0
Clan,Assault,95,Executioner,67, TheDaveCW,2271.0
Clan,Assault,95,Executioner,68, Arhidiham,2253.0
Clan,Assault,95,Executioner,69, Der Wuerger,2250.0
Clan,Assault,95,Executioner,70, skinem,2250.0
Clan,Assault,95,Executioner,71, John Connor x,2244.0
Clan,Assault,95,Executioner,72, RoughFC,2233.0
Clan,Assault,95,Executioner,73, Flexifoil,2230.0
Clan,Assault,95,Executioner,74, Big Strange,2230.0
Clan,Assault,95,Executioner,75, Sibko Slacker,2227.0
Clan,Assault,80,Gargoyle,1, J a m b i,3733.0
Clan,Assault,80,Gargoyle,2, Dungeon Keeper,3633.0
Clan,Assault,80,Gargoyle,3, Yushi,3588.0
Clan,Assault,80,Gargoyle,4, Eternal Rage,3530.0
Clan,Assault,80,Gargoyle,5, Colonel ONeill,3450.0
Clan,Assault,80,Gargoyle,6, Dabeer203,3362.0
Clan,Assault,80,Gargoyle,7, kingshaun,3284.0
Clan,Assault,80,Gargoyle,8, Mainhunter,3204.0
Clan,Assault,80,Gargoyle,9, Jurrasik,3167.0
Clan,Assault,80,Gargoyle,10, Xettek,3113.0
Clan,Assault,80,Gargoyle,11, Menas,3001.0
Clan,Assault,80,Gargoyle,12, Tank the Frank,2968.0
Clan,Assault,80,Gargoyle,13, TastySnacks,2953.0
Clan,Assault,80,Gargoyle,14, Lomak,2892.0
Clan,Assault,80,Gargoyle,15, Ruccus,2889.0
Clan,Assault,80,Gargoyle,16, Konannn,2882.0
Clan,Assault,80,Gargoyle,17, JDToker,2868.0
Clan,Assault,80,Gargoyle,18, Damocles One,2844.0
Clan,Assault,80,Gargoyle,19, Tarogato,2822.0
Clan,Assault,80,Gargoyle,20, Mistydove,2775.0
Clan,Assault,80,Gargoyle,21, Capt Miller,2774.0
Clan,Assault,80,Gargoyle,22, jjm1,2728.0
Clan,Assault,80,Gargoyle,23, Jiffy,2696.0
Clan,Assault,80,Gargoyle,24, Heavy Cavalry,2677.0
Clan,Assault,80,Gargoyle,25, Roy Stokrat,2655.0
Clan,Assault,80,Gargoyle,26, Quardak,2653.0
Clan,Assault,80,Gargoyle,27, MadHornet,2646.0
Clan,Assault,80,Gargoyle,28, KrampfZwerg,2645.0
Clan,Assault,80,Gargoyle,29, Igor Kozyrev,2636.0
Clan,Assault,80,Gargoyle,30, freud2b,2632.0
Clan,Assault,80,Gargoyle,31, Allistan,2623.0
Clan,Assault,80,Gargoyle,32, Grumsch,2613.0
Clan,Assault,80,Gargoyle,33, Raquar,2612.0
Clan,Assault,80,Gargoyle,34, Raptor T ReX,2611.0
Clan,Assault,80,Gargoyle,35, Temuedschin40,2587.0
Clan,Assault,80,Gargoyle,36, Detoxication,2587.0
Clan,Assault,80,Gargoyle,37, Inuendo,2551.0
Clan,Assault,80,Gargoyle,38, Zelaroth,2542.0
Clan,Assault,80,Gargoyle,39, Norjan Kuningas,2540.0
Clan,Assault,80,Gargoyle,40, DerPatron89,2525.0
Clan,Assault,80,Gargoyle,41, DevlinCognito,2524.0
Clan,Assault,80,Gargoyle,42, Akai Hako,2513.0
Clan,Assault,80,Gargoyle,43, Korgamer,2508.0
Clan,Assault,80,Gargoyle,44, Lurch98,2504.0
Clan,Assault,80,Gargoyle,45, Rojdennii,2478.0
Clan,Assault,80,Gargoyle,46, Crusader JOD,2477.0
Clan,Assault,80,Gargoyle,47, Ngrasta,2474.0
Clan,Assault,80,Gargoyle,48, Gruzd,2471.0
Clan,Assault,80,Gargoyle,49,45,2469.0
Clan,Assault,80,Gargoyle,50, Toaster Repair Pony,2468.0
Clan,Assault,80,Gargoyle,51, e1itegamerpro,2451.0
Clan,Assault,80,Gargoyle,52, ReverseBurgler,2439.0
Clan,Assault,80,Gargoyle,53, Greyfoxx,2439.0
Clan,Assault,80,Gargoyle,54, Dancing Svedka Robot,2428.0
Clan,Assault,80,Gargoyle,55, Sprenkel,2417.0
Clan,Assault,80,Gargoyle,56, PAMOHbI411,2383.0
Clan,Assault,80,Gargoyle,57, Cryzak,2313.0
Clan,Assault,80,Gargoyle,58, Fergrim,2288.0
Clan,Assault,80,Gargoyle,59, Kijahari,2262.0
Clan,Assault,80,Gargoyle,60, Iskarom,2256.0
Clan,Assault,80,Gargoyle,61, The Butcher 13,2250.0
Clan,Assault,80,Gargoyle,62, Silth1984,2228.0
Clan,Assault,80,Gargoyle,63, Der BierVampiR,2213.0
Clan,Assault,80,Gargoyle,64, StarBuck BSG,2208.0
Clan,Assault,80,Gargoyle,65, Xioz,2203.0
Clan,Assault,80,Gargoyle,66, tshumanoid,2187.0
Clan,Assault,80,Gargoyle,67, ZombieFish17,2182.0
Clan,Assault,80,Gargoyle,68, YpaH,2178.0
Clan,Assault,80,Gargoyle,69, pattonesque,2178.0
Clan,Assault,80,Gargoyle,70, Roh Zero,2174.0
Clan,Assault,80,Gargoyle,71, Fw Schulzi,2169.0
Clan,Assault,80,Gargoyle,72, Sakis The Claner,2164.0
Clan,Assault,80,Gargoyle,73, CGriff,2155.0
Clan,Assault,80,Gargoyle,74, Sewax,2138.0
Clan,Assault,80,Gargoyle,75, Stormie,2102.0
IS,Assault,90,Highlander,1, KIPPERS,3477.0
IS,Assault,90,Highlander,2, Da Red Goes DA FASTA,3402.0
IS,Assault,90,Highlander,3, UnknownHero,3394.0
IS,Assault,90,Highlander,4, xCico,3322.0
IS,Assault,90,Highlander,5, 4ntraX,3298.0
IS,Assault,90,Highlander,6, Rockland,3264.0
IS,Assault,90,Highlander,7, Crey Rivers,3112.0
IS,Assault,90,Highlander,8, crazybuck,3087.0
IS,Assault,90,Highlander,9, The UNremembered,3059.0
IS,Assault,90,Highlander,10, Omaha,3038.0
IS,Assault,90,Highlander,11, ButteredToaster,3025.0
IS,Assault,90,Highlander,12, Weber G,2822.0
IS,Assault,90,Highlander,13, freepeople,2778.0
IS,Assault,90,Highlander,14, woozldoozl,2730.0
IS,Assault,90,Highlander,15, FunkyCat,2719.0
IS,Assault,90,Highlander,16, drjunia,2710.0
IS,Assault,90,Highlander,17, Keith Side,2656.0
IS,Assault,90,Highlander,18, ChronoPWR,2649.0
IS,Assault,90,Highlander,19, SGT Puddles,2602.0
IS,Assault,90,Highlander,20, Morbitz,2577.0
IS,Assault,90,Highlander,21, shadow1031,2535.0
IS,Assault,90,Highlander,22, skazini,2477.0
IS,Assault,90,Highlander,23, Damonacht,2469.0
IS,Assault,90,Highlander,24, S1lenceR,2443.0
IS,Assault,90,Highlander,25, ugrakarma,2437.0
IS,Assault,90,Highlander,26, Nik Reaper,2432.0
IS,Assault,90,Highlander,27, Meta 4,2432.0
IS,Assault,90,Highlander,28, HenryMorgan,2414.0
IS,Assault,90,Highlander,29, Bkmzna,2409.0
IS,Assault,90,Highlander,30, panzerkunst99,2364.0
IS,Assault,90,Highlander,31, SavageConvoy,2336.0
IS,Assault,90,Highlander,32, Gas Guzzler,2313.0
IS,Assault,90,Highlander,33, kka,2307.0
IS,Assault,90,Highlander,34, CrazyBullets,2303.0
IS,Assault,90,Highlander,35, Inuendo,2278.0
IS,Assault,90,Highlander,36, Greyfoxx,2277.0
IS,Assault,90,Highlander,37, FrigginWaffle,2267.0
IS,Assault,90,Highlander,38, Zephyr 153,2260.0
IS,Assault,90,Highlander,39, GER Killakex,2253.0
IS,Assault,90,Highlander,40, bigred78797,2250.0
IS,Assault,90,Highlander,41, Auel Stingray,2237.0
IS,Assault,90,Highlander,42, Stormtempter,2227.0
IS,Assault,90,Highlander,43, mwosockpuppet,2210.0
IS,Assault,90,Highlander,44, s0hno,2195.0
IS,Assault,90,Highlander,45, Blyatman,2191.0
IS,Assault,90,Highlander,46, GrimmigerPetz,2191.0
IS,Assault,90,Highlander,47, Skarrius,2189.0
IS,Assault,90,Highlander,48, J_Kerensky,2187.0
IS,Assault,90,Highlander,49, Qlimax87,2177.0
IS,Assault,90,Highlander,50, amenophis,2162.0
IS,Assault,90,Highlander,51, SonOfSasquatch,2148.0
IS,Assault,90,Highlander,52, Krei,2144.0
IS,Assault,90,Highlander,53, MacGyver42,2144.0
IS,Assault,90,Highlander,54, Sandman fry,2140.0
IS,Assault,90,Highlander,55, Redd,2137.0
IS,Assault,90,Highlander,56, Zechs Marques,2119.0
IS,Assault,90,Highlander,57, A Baoa Qu,2106.0
IS,Assault,90,Highlander,58, cadoret,2103.0
IS,Assault,90,Highlander,59, Akulla1980,2053.0
IS,Assault,90,Highlander,60, Knighthawk149,2041.0
IS,Assault,90,Highlander,61, DSkou7,2041.0
IS,Assault,90,Highlander,62, zolonoid,2041.0
IS,Assault,90,Highlander,63, Miles McQuiston,2028.0
IS,Assault,90,Highlander,64, Deadtorights,2026.0
IS,Assault,90,Highlander,65, armitage,2025.0
IS,Assault,90,Highlander,66, Inyc,2017.0
IS,Assault,90,Highlander,67, Delus,2009.0
IS,Assault,90,Highlander,68, Greenknight419,2001.0
IS,Assault,90,Highlander,69, Gashskull,1998.0
IS,Assault,90,Highlander,70, Mister Savage,1997.0
IS,Assault,90,Highlander,71, Jack Red,1995.0
IS,Assault,90,Highlander,72, Beardo13,1994.0
IS,Assault,90,Highlander,73, Yumoshiri,1984.0
IS,Assault,90,Highlander,74, Rascally Jack,1979.0
IS,Assault,90,Highlander,75, Sgt Rali,1975.0
Clan,Assault,90,Highlander IIC,1, HammerColeman,3738.0
Clan,Assault,90,Highlander IIC,2, SnafuSnafu,3681.0
Clan,Assault,90,Highlander IIC,3, Loganaw13,3671.0
Clan,Assault,90,Highlander IIC,4, ---Val---,3622.0
Clan,Assault,90,Highlander IIC,5, IL MECHWARRIOR,3531.0
Clan,Assault,90,Highlander IIC,6, Pyth121,3460.0
Clan,Assault,90,Highlander IIC,7, Lord Biskit,3460.0
