ISCL,Class,Tons,Mech,Place,Pilot,Score
Clan,Assault,90,Highlander IIC,8, W i L d F i R 3,3453.0
Clan,Assault,90,Highlander IIC,9, Whispers,3411.0
Clan,Assault,90,Highlander IIC,10, MaxKot,3387.0
Clan,Assault,90,Highlander IIC,11, S C O R P I O N,3229.0
Clan,Assault,90,Highlander IIC,12, misanthrop0815,3226.0
Clan,Assault,90,Highlander IIC,13, Cleo,3142.0
Clan,Assault,90,Highlander IIC,14, 41Fenix,3119.0
Clan,Assault,90,Highlander IIC,15, majedhoteit,3062.0
Clan,Assault,90,Highlander IIC,16, Texhnolyze IIC,3031.0
Clan,Assault,90,Highlander IIC,17, Ghostbear1968,3008.0
Clan,Assault,90,Highlander IIC,18, Sp4rtan,2999.0
Clan,Assault,90,Highlander IIC,19, _BarraCUDA_,2964.0
Clan,Assault,90,Highlander IIC,20, DIRECT0R,2913.0
Clan,Assault,90,Highlander IIC,21, McGoestator,2894.0
Clan,Assault,90,Highlander IIC,22, Looming Dementia,2806.0
Clan,Assault,90,Highlander IIC,23, mexone,2804.0
Clan,Assault,90,Highlander IIC,24, Anti10188,2803.0
Clan,Assault,90,Highlander IIC,25, Crispy Chicken,2766.0
Clan,Assault,90,Highlander IIC,26, Crisco1176,2751.0
Clan,Assault,90,Highlander IIC,27, Sir Whiskers VONBONBON,2734.0
Clan,Assault,90,Highlander IIC,28, ragedog4,2732.0
Clan,Assault,90,Highlander IIC,29, UnknownHero,2729.0
Clan,Assault,90,Highlander IIC,30, RSV Anthrax,2710.0
Clan,Assault,90,Highlander IIC,31, Soku Yamashita,2695.0
Clan,Assault,90,Highlander IIC,32, Blizzard1,2691.0
Clan,Assault,90,Highlander IIC,33, agentti,2682.0
Clan,Assault,90,Highlander IIC,34, David Brechin,2678.0
Clan,Assault,90,Highlander IIC,35, ButteryD,2670.0
Clan,Assault,90,Highlander IIC,36, MegaSolid,2656.0
Clan,Assault,90,Highlander IIC,37, E N D O R U S H,2647.0
Clan,Assault,90,Highlander IIC,38, Urfin,2647.0
Clan,Assault,90,Highlander IIC,39, Cosmic Being,2640.0
Clan,Assault,90,Highlander IIC,40, Robin Bad,2638.0
Clan,Assault,90,Highlander IIC,41, Trail0fDeath,2628.0
Clan,Assault,90,Highlander IIC,42, afaik,2626.0
Clan,Assault,90,Highlander IIC,43, Erdamon,2624.0
Clan,Assault,90,Highlander IIC,44, Igor Kozyrev,2605.0
Clan,Assault,90,Highlander IIC,45, Inuendo,2585.0
Clan,Assault,90,Highlander IIC,46, Security Blanket,2569.0
Clan,Assault,90,Highlander IIC,47, FredyN,2568.0
Clan,Assault,90,Highlander IIC,48, Stoneblade,2546.0
Clan,Assault,90,Highlander IIC,49, OkiKuma,2538.0
Clan,Assault,90,Highlander IIC,50, Bish0p,2530.0
Clan,Assault,90,Highlander IIC,51, PoxFeet,2529.0
Clan,Assault,90,Highlander IIC,52, NuTotalNoob,2519.0
Clan,Assault,90,Highlander IIC,53, tm10067,2519.0
Clan,Assault,90,Highlander IIC,54, Mr Astley,2506.0
Clan,Assault,90,Highlander IIC,55, Pitfunk,2505.0
Clan,Assault,90,Highlander IIC,56, Isd50,2505.0
Clan,Assault,90,Highlander IIC,57, Dass Fon Alex,2504.0
Clan,Assault,90,Highlander IIC,58, Sintaqx,2500.0
Clan,Assault,90,Highlander IIC,59, BoldNewLife,2495.0
Clan,Assault,90,Highlander IIC,60, Fizzlethorpe Bristlebane,2483.0
Clan,Assault,90,Highlander IIC,61, HugoShtiglitz,2474.0
Clan,Assault,90,Highlander IIC,62, Maya Ka,2470.0
Clan,Assault,90,Highlander IIC,63, Lord Siege,2464.0
Clan,Assault,90,Highlander IIC,64, T B1RD,2455.0
Clan,Assault,90,Highlander IIC,65, Lionssheart,2454.0
Clan,Assault,90,Highlander IIC,66, Lysander Davion,2454.0
Clan,Assault,90,Highlander IIC,67, Nonu,2450.0
Clan,Assault,90,Highlander IIC,68, Krushim420,2436.0
Clan,Assault,90,Highlander IIC,69, OmegaPrm,2435.0
Clan,Assault,90,Highlander IIC,70, SG5,2415.0
Clan,Assault,90,Highlander IIC,71, Brikkwall,2412.0
Clan,Assault,90,Highlander IIC,72, Centesimus,2410.0
Clan,Assault,90,Highlander IIC,73, Teflon Don515,2402.0
Clan,Assault,90,Highlander IIC,74, ScrappMetal,2395.0
Clan,Assault,90,Highlander IIC,75, Grey Death II,2391.0
Clan,Assault,100,Kodiak,1, S3B,5488.0
Clan,Assault,100,Kodiak,2, Shaix,5125.0
Clan,Assault,100,Kodiak,3, Bows3r,4898.0
Clan,Assault,100,Kodiak,4, Lizzee,4876.0
Clan,Assault,100,Kodiak,5, LLMbenny,4799.0
Clan,Assault,100,Kodiak,6, prtNspz,4798.0
Clan,Assault,100,Kodiak,7, Frack the System,4649.0
Clan,Assault,100,Kodiak,8, Brightsoul,4227.0
Clan,Assault,100,Kodiak,9, UnofficialOperator,4191.0
Clan,Assault,100,Kodiak,10, NemesisMagic,4151.0
Clan,Assault,100,Kodiak,11, ForgeExpand,4137.0
Clan,Assault,100,Kodiak,12, CGB Viking,4088.0
Clan,Assault,100,Kodiak,13, Romuluss,3905.0
Clan,Assault,100,Kodiak,14, LepinkainenLD,3905.0
Clan,Assault,100,Kodiak,15, Budres,3897.0
Clan,Assault,100,Kodiak,16, H0rste33,3866.0
Clan,Assault,100,Kodiak,17, Slime550,3839.0
Clan,Assault,100,Kodiak,18, Malystryx VoF,3835.0
Clan,Assault,100,Kodiak,19, Megameatloaf,3792.0
Clan,Assault,100,Kodiak,20, Kwea,3747.0
Clan,Assault,100,Kodiak,21, Joe Mech,3746.0
Clan,Assault,100,Kodiak,22, Straker XL,3739.0
Clan,Assault,100,Kodiak,23, ALKALIN3,3730.0
Clan,Assault,100,Kodiak,24, Commander Keen,3726.0
Clan,Assault,100,Kodiak,25, Havoc SC,3688.0
Clan,Assault,100,Kodiak,26, Syrkres,3687.0
Clan,Assault,100,Kodiak,27, oOBlackdragonOo,3687.0
Clan,Assault,100,Kodiak,28, Daruwind,3686.0
Clan,Assault,100,Kodiak,29, Sarpin,3656.0
Clan,Assault,100,Kodiak,30, Kusari to Kuma,3639.0
Clan,Assault,100,Kodiak,31, Lukoi Banacek,3627.0
Clan,Assault,100,Kodiak,32, Hat Trick,3595.0
Clan,Assault,100,Kodiak,33, OmegaPrm,3574.0
Clan,Assault,100,Kodiak,34, Blackcanni,3570.0
Clan,Assault,100,Kodiak,35, Hatrious,3561.0
Clan,Assault,100,Kodiak,36, Pyth121,3558.0
Clan,Assault,100,Kodiak,37, hellhound3187,3557.0
Clan,Assault,100,Kodiak,38, Shiny and Chrome,3554.0
Clan,Assault,100,Kodiak,39, JungleTTRL,3544.0
Clan,Assault,100,Kodiak,40, Inappropriate556,3540.0
Clan,Assault,100,Kodiak,41, Zeidz,3533.0
Clan,Assault,100,Kodiak,42, nalbz,3526.0
Clan,Assault,100,Kodiak,43, BoloJoe,3510.0
Clan,Assault,100,Kodiak,44, Ace Selin,3507.0
Clan,Assault,100,Kodiak,45, StAWPd00dL,3505.0
Clan,Assault,100,Kodiak,46, xCico,3498.0
Clan,Assault,100,Kodiak,47, Lurch98,3485.0
Clan,Assault,100,Kodiak,48, ThisIsChris,3466.0
Clan,Assault,100,Kodiak,49, Third_eye,3448.0
Clan,Assault,100,Kodiak,50, TTimmy,3444.0
Clan,Assault,100,Kodiak,51, Roxsteady,3416.0
Clan,Assault,100,Kodiak,52, Tself,3404.0
Clan,Assault,100,Kodiak,53, Kazka Rabia,3397.0
Clan,Assault,100,Kodiak,54, Ctn Sasuke,3384.0
Clan,Assault,100,Kodiak,55, SeventhGalaxy,3379.0
Clan,Assault,100,Kodiak,56, Rathnor1,3375.0
Clan,Assault,100,Kodiak,57, Raven Glock,3365.0
Clan,Assault,100,Kodiak,58, RexCorvus,3356.0
Clan,Assault,100,Kodiak,59, LevuS,3341.0
Clan,Assault,100,Kodiak,60, Maruku Meshima,3337.0
Clan,Assault,100,Kodiak,61, Hipocritus,3334.0
Clan,Assault,100,Kodiak,62, doc3057,3330.0
Clan,Assault,100,Kodiak,63, MrHier,3326.0
Clan,Assault,100,Kodiak,64, Tarakiller,3299.0
Clan,Assault,100,Kodiak,65, sam wesson,3291.0
Clan,Assault,100,Kodiak,66, jeeg1977,3284.0
Clan,Assault,100,Kodiak,67, Sour Diesel,3280.0
Clan,Assault,100,Kodiak,68, Intactus,3279.0
Clan,Assault,100,Kodiak,69, BMR1580,3274.0
Clan,Assault,100,Kodiak,70, Faaln,3273.0
Clan,Assault,100,Kodiak,71, DargorA7X,3249.0
Clan,Assault,100,Kodiak,72, GaminGoat,3244.0
Clan,Assault,100,Kodiak,73, Robot Kenshiro,3242.0
Clan,Assault,100,Kodiak,74, Prome the us,3228.0
Clan,Assault,100,Kodiak,75, MeDVeD 42 rus,3226.0
IS,Assault,100,King Crab,1, DrxAbstract,4127.0
IS,Assault,100,King Crab,2, Paul GadlinG,3719.0
IS,Assault,100,King Crab,3, MozukuGreat,3646.0
IS,Assault,100,King Crab,4, RaptorReaper,3573.0
IS,Assault,100,King Crab,5, V O R L O N,3511.0
IS,Assault,100,King Crab,6, Adam 01 01 01,3496.0
IS,Assault,100,King Crab,7, Hopara,3444.0
IS,Assault,100,King Crab,8, Tuxo ymep,3417.0
IS,Assault,100,King Crab,9, Kem,3372.0
IS,Assault,100,King Crab,10, Childsoap,3349.0
IS,Assault,100,King Crab,11, Venloe,3332.0
IS,Assault,100,King Crab,12, Bows3r,3291.0
IS,Assault,100,King Crab,13, KuroKatana,3116.0
IS,Assault,100,King Crab,14, RomoRus,3093.0
IS,Assault,100,King Crab,15, Shugs,3075.0
IS,Assault,100,King Crab,16, Executor Prime,3066.0
IS,Assault,100,King Crab,17, movin,3049.0
IS,Assault,100,King Crab,18, freud2b,3048.0
IS,Assault,100,King Crab,19, AngronWorldEater,3039.0
IS,Assault,100,King Crab,20, SnowIrbis,3027.0
IS,Assault,100,King Crab,21, NineteenKilo10,3022.0
IS,Assault,100,King Crab,22, Meltro,3016.0
IS,Assault,100,King Crab,23, Xapp,3006.0
IS,Assault,100,King Crab,24, darkwolf72,2979.0
IS,Assault,100,King Crab,25, Strkodder,2951.0
IS,Assault,100,King Crab,26, Axoul,2949.0
IS,Assault,100,King Crab,27, Igor Kozyrev,2944.0
IS,Assault,100,King Crab,28, PlateSkyFace,2938.0
IS,Assault,100,King Crab,29, N3tRunn3r,2938.0
IS,Assault,100,King Crab,30, Lakota1324,2926.0
IS,Assault,100,King Crab,31, LTDominator,2884.0
IS,Assault,100,King Crab,32, Nodka,2878.0
IS,Assault,100,King Crab,33, kimcstrike,2876.0
IS,Assault,100,King Crab,34, Alex Stiner,2869.0
IS,Assault,100,King Crab,35, dario03,2863.0
IS,Assault,100,King Crab,36, Van mw,2852.0
IS,Assault,100,King Crab,37, Swervedriver,2848.0
IS,Assault,100,King Crab,38, SPNKRGrenth,2848.0
IS,Assault,100,King Crab,39, ThunderKats,2832.0
IS,Assault,100,King Crab,40,713,2829.0
IS,Assault,100,King Crab,41, Colonel Beauregard,2818.0
IS,Assault,100,King Crab,42, Junior Patrick,2801.0
IS,Assault,100,King Crab,43, HotLaserGUI,2797.0
IS,Assault,100,King Crab,44, lycao,2795.0
IS,Assault,100,King Crab,45, Fire Rider,2779.0
IS,Assault,100,King Crab,46, HammerColeman,2776.0
IS,Assault,100,King Crab,47, hordes1ayer2,2771.0
IS,Assault,100,King Crab,48, Ioulaum,2766.0
IS,Assault,100,King Crab,49, Treibjagd,2754.0
IS,Assault,100,King Crab,50, EPICGAPE,2740.0
IS,Assault,100,King Crab,51, King Lobster,2736.0
IS,Assault,100,King Crab,52, the0r1st,2726.0
IS,Assault,100,King Crab,53, Dithiolium,2725.0
IS,Assault,100,King Crab,54, qatal,2724.0
IS,Assault,100,King Crab,55, Alienik,2720.0
IS,Assault,100,King Crab,56, Shushady,2717.0
IS,Assault,100,King Crab,57, Kulek,2709.0
IS,Assault,100,King Crab,58, DaeKnight,2706.0
IS,Assault,100,King Crab,59, QuarkTop,2702.0
IS,Assault,100,King Crab,60, Katrina Steiner,2694.0
IS,Assault,100,King Crab,61, emodin1,2688.0
IS,Assault,100,King Crab,62, VotigaZ,2665.0
IS,Assault,100,King Crab,63, MarsThunder,2665.0
IS,Assault,100,King Crab,64, Dafdemon,2658.0
IS,Assault,100,King Crab,65, Magic Mech,2654.0
IS,Assault,100,King Crab,66, DuoRain,2650.0
IS,Assault,100,King Crab,67, BlackHeroe,2649.0
IS,Assault,100,King Crab,68, Vasdenjes,2644.0
IS,Assault,100,King Crab,69, TurboPriest,2631.0
IS,Assault,100,King Crab,70, Hurub,2629.0
IS,Assault,100,King Crab,71, GatoSamurai,2625.0
IS,Assault,100,King Crab,72, HawktheSlayer,2625.0
IS,Assault,100,King Crab,73, Figmentium,2620.0
IS,Assault,100,King Crab,74, JelitoKopyto,2615.0
IS,Assault,100,King Crab,75, Maecker,2609.0
IS,Assault,90,Mauler,1, DargorA7X,3809.0
IS,Assault,90,Mauler,2, bear claw,3756.0
IS,Assault,90,Mauler,3, IL MECHWARRIOR,3736.0
IS,Assault,90,Mauler,4, MaxFool,3668.0
IS,Assault,90,Mauler,5, TooOldForThis,3636.0
IS,Assault,90,Mauler,6, Gilgaamesh,3564.0
IS,Assault,90,Mauler,7, Dragonone,3537.0
IS,Assault,90,Mauler,8, DublinMarley,3514.0
IS,Assault,90,Mauler,9, Da Red Goes DA FASTA,3507.0
IS,Assault,90,Mauler,10, Nev12,3504.0
IS,Assault,90,Mauler,11, Sega1,3461.0
IS,Assault,90,Mauler,12, ilikerice,3426.0
IS,Assault,90,Mauler,13, Hellraiser2k1,3425.0
IS,Assault,90,Mauler,14, Stinger08,3412.0
IS,Assault,90,Mauler,15, Wolfman1976,3382.0
IS,Assault,90,Mauler,16, Hagen von Tronje,3357.0
IS,Assault,90,Mauler,17, Zenhit,3286.0
IS,Assault,90,Mauler,18, Grioresh,3271.0
IS,Assault,90,Mauler,19, Wilde Chaos,3259.0
IS,Assault,90,Mauler,20, Zel Vickers,3256.0
IS,Assault,90,Mauler,21, FrostyLogic,3254.0
IS,Assault,90,Mauler,22, DRNemesis,3226.0
IS,Assault,90,Mauler,23, Chu Ko Nu,3187.0
IS,Assault,90,Mauler,24, Mech Ranger,3160.0
IS,Assault,90,Mauler,25, jud583,3143.0
IS,Assault,90,Mauler,26, POOTYTANGASAUR,3135.0
IS,Assault,90,Mauler,27, ShieldOfGod,3134.0
IS,Assault,90,Mauler,28, Tankno,3132.0
IS,Assault,90,Mauler,29, Kellaine,3089.0
IS,Assault,90,Mauler,30, Gallagher,3070.0
IS,Assault,90,Mauler,31, Rowsdower,3061.0
IS,Assault,90,Mauler,32, DaRkInLiGhT,3060.0
IS,Assault,90,Mauler,33, HB10,3050.0
IS,Assault,90,Mauler,34, Tuann,3042.0
IS,Assault,90,Mauler,35, Werri Neiss,3036.0
IS,Assault,90,Mauler,36, Ivan Govnov El GastroFreak,3027.0
IS,Assault,90,Mauler,37, P1ZARR0,3027.0
IS,Assault,90,Mauler,38, Zorondo,3018.0
IS,Assault,90,Mauler,39, Poruchik Rzhevskii,3008.0
IS,Assault,90,Mauler,40, Darkened Wraith,2994.0
IS,Assault,90,Mauler,41, hauptman7,2994.0
IS,Assault,90,Mauler,42, TheGray,2992.0
IS,Assault,90,Mauler,43, iNfUsi0N,2988.0
IS,Assault,90,Mauler,44, Coffeen,2978.0
IS,Assault,90,Mauler,45, Egg Fu,2970.0
IS,Assault,90,Mauler,46, Kyrose,2963.0
IS,Assault,90,Mauler,47, Johann Eddie Haderer,2923.0
IS,Assault,90,Mauler,48, Vecine,2917.0
IS,Assault,90,Mauler,49, Chill0r,2910.0
IS,Assault,90,Mauler,50, demonvol,2908.0
IS,Assault,90,Mauler,51, Jartol,2906.0
IS,Assault,90,Mauler,52, Predaw,2894.0
IS,Assault,90,Mauler,53, Bemm,2893.0
IS,Assault,90,Mauler,54, Hammerhook,2887.0
IS,Assault,90,Mauler,55, Drakhan,2885.0
IS,Assault,90,Mauler,56, Huggyc,2883.0
IS,Assault,90,Mauler,57, Dremnon,2882.0
IS,Assault,90,Mauler,58, cpncodpiece,2878.0
IS,Assault,90,Mauler,59, TopZ0313,2872.0
IS,Assault,90,Mauler,60, Lord Cyberus van Hades,2865.0
IS,Assault,90,Mauler,61, CaptGensman,2849.0
IS,Assault,90,Mauler,62, Khouza,2839.0
IS,Assault,90,Mauler,63, RichieRotten,2839.0
IS,Assault,90,Mauler,64, Kano Kanif,2834.0
IS,Assault,90,Mauler,65, Hunka Junk,2821.0
IS,Assault,90,Mauler,66, theUgly,2816.0
IS,Assault,90,Mauler,67, Shauma,2788.0
IS,Assault,90,Mauler,68, Torrn,2786.0
IS,Assault,90,Mauler,69, _WRATH_,2783.0
IS,Assault,90,Mauler,70, Wilf Brim,2777.0
IS,Assault,90,Mauler,71, Phrederic,2771.0
IS,Assault,90,Mauler,72, LockonCB,2771.0
IS,Assault,90,Mauler,73, Moosegun,2762.0
IS,Assault,90,Mauler,74, Spilt Milk,2751.0
IS,Assault,90,Mauler,75, nice but dim,2749.0
IS,Assault,85,Stalker,1, Jay Z,4080.0
IS,Assault,85,Stalker,2, TooOldForThis,3976.0
IS,Assault,85,Stalker,3, Zeleglok,3553.0
IS,Assault,85,Stalker,4, A Peeled Banana,3488.0
IS,Assault,85,Stalker,5, Haymakr,3377.0
IS,Assault,85,Stalker,6, Sirlon,3351.0
IS,Assault,85,Stalker,7, Frogilator,3241.0
IS,Assault,85,Stalker,8, Lipot,3177.0
IS,Assault,85,Stalker,9, Fitzhampton,3104.0
IS,Assault,85,Stalker,10, Ace Selin,3104.0
IS,Assault,85,Stalker,11, Kulu,3093.0
IS,Assault,85,Stalker,12, RaptorReaper,3078.0
IS,Assault,85,Stalker,13, StarBuck BSG,3026.0
IS,Assault,85,Stalker,14, Pfifel,2974.0
IS,Assault,85,Stalker,15, tank14949,2959.0
IS,Assault,85,Stalker,16, Grzly,2958.0
IS,Assault,85,Stalker,17, Vaeka,2902.0
IS,Assault,85,Stalker,18, Tanner1336,2895.0
IS,Assault,85,Stalker,19, vadim bz,2888.0
IS,Assault,85,Stalker,20, Brokulec,2888.0
IS,Assault,85,Stalker,21, Kunststoff,2850.0
IS,Assault,85,Stalker,22, crankmike,2846.0
IS,Assault,85,Stalker,23, Schorsche,2838.0
IS,Assault,85,Stalker,24, Dracchus Slyte,2820.0
IS,Assault,85,Stalker,25, Borvo1,2819.0
IS,Assault,85,Stalker,26, lronWater,2805.0
IS,Assault,85,Stalker,27, Ultimauser,2796.0
IS,Assault,85,Stalker,28, zero9627,2795.0
IS,Assault,85,Stalker,29, Saber6,2786.0
IS,Assault,85,Stalker,30, Clouddess,2763.0
IS,Assault,85,Stalker,31, dwmyersjr,2759.0
IS,Assault,85,Stalker,32, EntertainEnterprises,2750.0
IS,Assault,85,Stalker,33, Game Heart,2740.0
IS,Assault,85,Stalker,34, Muryan,2730.0
IS,Assault,85,Stalker,35, MichtioN,2719.0
IS,Assault,85,Stalker,36, Dens,2714.0
IS,Assault,85,Stalker,37, Farfanuggen,2713.0
IS,Assault,85,Stalker,38, Ur-vile,2704.0
IS,Assault,85,Stalker,39, Tia Somarsong,2673.0
IS,Assault,85,Stalker,40, lkraider,2671.0
IS,Assault,85,Stalker,41, Mr Thursday,2669.0
IS,Assault,85,Stalker,42, runforlife,2668.0
IS,Assault,85,Stalker,43, AlVegas,2655.0
IS,Assault,85,Stalker,44, moewi,2649.0
IS,Assault,85,Stalker,45, SamsungNinja,2646.0
IS,Assault,85,Stalker,46, iNfUsi0N,2628.0
IS,Assault,85,Stalker,47, Naquam,2620.0
IS,Assault,85,Stalker,48, Kalthu,2619.0
IS,Assault,85,Stalker,49, RealBearJew,2614.0
IS,Assault,85,Stalker,50, Karl the Plumber,2611.0
IS,Assault,85,Stalker,51, DathanH,2604.0
IS,Assault,85,Stalker,52, Nuclear Weapon,2598.0
IS,Assault,85,Stalker,53, Ash Keegon,2595.0
IS,Assault,85,Stalker,54, REflectiveMAN,2580.0
IS,Assault,85,Stalker,55, WVAnonymous,2560.0
IS,Assault,85,Stalker,56, Kennyfan,2559.0
IS,Assault,85,Stalker,57, MaxFool,2545.0
IS,Assault,85,Stalker,58, eleazr,2536.0
IS,Assault,85,Stalker,59, CsiNap,2528.0
IS,Assault,85,Stalker,60, Sagittarius Magnus,2486.0
IS,Assault,85,Stalker,61, Vantala,2481.0
IS,Assault,85,Stalker,62, kka,2480.0
IS,Assault,85,Stalker,63, CSbrunton,2467.0
IS,Assault,85,Stalker,64, Daemonslayer,2466.0
IS,Assault,85,Stalker,65, palach666,2464.0
IS,Assault,85,Stalker,66, Meb,2461.0
IS,Assault,85,Stalker,67, Patrick Dangerfield,2441.0
IS,Assault,85,Stalker,68, zolonoid,2436.0
IS,Assault,85,Stalker,69, RedGoli,2435.0
IS,Assault,85,Stalker,70, BPM,2434.0
IS,Assault,85,Stalker,71, Imadeu Ragequit,2432.0
IS,Assault,85,Stalker,72, Igor Kozyrev,2426.0
IS,Assault,85,Stalker,73, Ryoma2040,2418.0
IS,Assault,85,Stalker,74, Freihei,2416.0
IS,Assault,85,Stalker,75, LordLeto,2412.0
IS,Assault,80,Victor,1, Mega0,3080.0
IS,Assault,80,Victor,2, TooOldForThis,3042.0
IS,Assault,80,Victor,3, Da Red Goes DA FASTA,3037.0
IS,Assault,80,Victor,4, GweNTLeR,3034.0
IS,Assault,80,Victor,5, Kalthu,2960.0
IS,Assault,80,Victor,6, exiledangel,2877.0
IS,Assault,80,Victor,7, The Winter,2699.0
IS,Assault,80,Victor,8, Kossi,2662.0
IS,Assault,80,Victor,9, Nightmare1,2647.0
IS,Assault,80,Victor,10, JDToker,2642.0
IS,Assault,80,Victor,11, d3lusion,2601.0
IS,Assault,80,Victor,12, PyckenZot,2600.0
IS,Assault,80,Victor,13, Fluxyoutoo,2572.0
IS,Assault,80,Victor,14, Munshara,2566.0
IS,Assault,80,Victor,15, WarHawkZero,2478.0
IS,Assault,80,Victor,16, Blue Splint,2455.0
IS,Assault,80,Victor,17, s0hno,2451.0
IS,Assault,80,Victor,18, crazybuck,2414.0
IS,Assault,80,Victor,19, Haymakr,2412.0
IS,Assault,80,Victor,20, XtremeAlex,2325.0
IS,Assault,80,Victor,21, 4ntraX,2320.0
IS,Assault,80,Victor,22, Soku Yamashita,2297.0
IS,Assault,80,Victor,23, xX PUG Xx,2268.0
IS,Assault,80,Victor,24, Taffer,2261.0
IS,Assault,80,Victor,25, rYan666,2260.0
IS,Assault,80,Victor,26, DragonTwin,2245.0
IS,Assault,80,Victor,27, Drkiller12077,2238.0
IS,Assault,80,Victor,28, Husker Dude,2236.0
IS,Assault,80,Victor,29, Mad Pig,2235.0
IS,Assault,80,Victor,30, agentti,2232.0
IS,Assault,80,Victor,31, Boris Dolvich,2228.0
IS,Assault,80,Victor,32, Curley GumboKiller Bradley,2228.0
IS,Assault,80,Victor,33, Malkan,2228.0
IS,Assault,80,Victor,34, Empischon,2220.0
IS,Assault,80,Victor,35, 7 Nation Army,2217.0
IS,Assault,80,Victor,36, Buckshot Chuck,2206.0
IS,Assault,80,Victor,37, Trashme,2196.0
IS,Assault,80,Victor,38, Margutte,2185.0
IS,Assault,80,Victor,39, Tom Kross,2181.0
IS,Assault,80,Victor,40, Inuendo,2180.0
IS,Assault,80,Victor,41, Morritse,2178.0
IS,Assault,80,Victor,42, ecued,2171.0
IS,Assault,80,Victor,43, Cathy,2144.0
IS,Assault,80,Victor,44, Alienized,2135.0
IS,Assault,80,Victor,45, Rathilal,2132.0
IS,Assault,80,Victor,46, KnightFury060,2130.0
IS,Assault,80,Victor,47, PAYWALL,2126.0
IS,Assault,80,Victor,48, Red Two,2104.0
IS,Assault,80,Victor,49, Gildrei,2092.0
IS,Assault,80,Victor,50, Runeblayde,2070.0
IS,Assault,80,Victor,51, Jounulz,2052.0
IS,Assault,80,Victor,52, Commander Lemming,2050.0
IS,Assault,80,Victor,53, BlackHeroe,2050.0
IS,Assault,80,Victor,54, Doughbag,2031.0
IS,Assault,80,Victor,55, AnubiteGroove,2017.0
IS,Assault,80,Victor,56, Debonair,2011.0
IS,Assault,80,Victor,57, Woknroll,2009.0
IS,Assault,80,Victor,58, Yri3l,1996.0
IS,Assault,80,Victor,59, Trashcan Man,1991.0
IS,Assault,80,Victor,60, astarde,1988.0
IS,Assault,80,Victor,61, Flying Fox 333,1982.0
IS,Assault,80,Victor,62, Star Colonel Bekker,1981.0
IS,Assault,80,Victor,63, Rabbit 13B,1971.0
IS,Assault,80,Victor,64, Neathdrawls,1969.0
IS,Assault,80,Victor,65, Redrazor,1967.0
IS,Assault,80,Victor,66, ShaneoftheDead,1963.0
IS,Assault,80,Victor,67, zolonoid,1961.0
IS,Assault,80,Victor,68, NeoLux,1945.0
IS,Assault,80,Victor,69, battleguy,1944.0
IS,Assault,80,Victor,70, Dravan1,1942.0
IS,Assault,80,Victor,71, K19,1932.0
IS,Assault,80,Victor,72, bear claw,1918.0
IS,Assault,80,Victor,73, keksteig,1916.0
IS,Assault,80,Victor,74, R A V 3 N,1914.0
IS,Assault,80,Victor,75, BADMAN56,1898.0
Clan,Assault,85,Warhawk,1, FearNotDeath,4162.0
Clan,Assault,85,Warhawk,2, Jettrik Ryflix,3952.0
Clan,Assault,85,Warhawk,3, DargorA7X,3915.0
Clan,Assault,85,Warhawk,4, Flipps,3909.0
Clan,Assault,85,Warhawk,5, psichih0lic,3765.0
Clan,Assault,85,Warhawk,6, Nub Green,3697.0
Clan,Assault,85,Warhawk,7, Jman5,3684.0
Clan,Assault,85,Warhawk,8, BellicoseDrake,3502.0
Clan,Assault,85,Warhawk,9, Ashnod,3357.0
Clan,Assault,85,Warhawk,10, Sequoia Furey,3307.0
Clan,Assault,85,Warhawk,11, Fearsome Mudcrab,3275.0
Clan,Assault,85,Warhawk,12, SnafuSnafu,3275.0
Clan,Assault,85,Warhawk,13, X Player,3269.0
Clan,Assault,85,Warhawk,14, XtremeAlex,3254.0
Clan,Assault,85,Warhawk,15, 47Fenix,3246.0
Clan,Assault,85,Warhawk,16, ParsaManne,3179.0
Clan,Assault,85,Warhawk,17, Typhus888,3164.0
Clan,Assault,85,Warhawk,18, Pullerpupe,3135.0
Clan,Assault,85,Warhawk,19, GMDeathwing,3049.0
Clan,Assault,85,Warhawk,20, SamTouchesFrodo,3032.0
Clan,Assault,85,Warhawk,21, 666nillor,3007.0
Clan,Assault,85,Warhawk,22, Bear Ale Jorgensson,2984.0
Clan,Assault,85,Warhawk,23, Brandt,2959.0
Clan,Assault,85,Warhawk,24, Thatguyoverthere,2930.0
Clan,Assault,85,Warhawk,25, Valer,2928.0
Clan,Assault,85,Warhawk,26, Vlad Grendal,2920.0
Clan,Assault,85,Warhawk,27, Lehmund,2866.0
Clan,Assault,85,Warhawk,28, Nocturnal Demus,2854.0
Clan,Assault,85,Warhawk,29, Unknown Soldier2,2851.0
Clan,Assault,85,Warhawk,30, Pheonix,2838.0
Clan,Assault,85,Warhawk,31, Wash after use,2832.0
Clan,Assault,85,Warhawk,32, HammerColeman,2813.0
Clan,Assault,85,Warhawk,33, Exempel,2809.0
Clan,Assault,85,Warhawk,34, Wyatt Earp,2806.0
Clan,Assault,85,Warhawk,35, Zeleglok,2806.0
Clan,Assault,85,Warhawk,36, Dr Rodney McKay,2800.0
Clan,Assault,85,Warhawk,37, Mordden,2797.0
Clan,Assault,85,Warhawk,38, Damnedablefool,2791.0
Clan,Assault,85,Warhawk,39, 1st Arcangel,2774.0
Clan,Assault,85,Warhawk,40, Harry Giese,2757.0
